,,,,, DL SUBSIDIZED ,,,,, DL UNSUBSIDIZED- UNDERGRADUATE ,,,,, DL UNSUBSIDIZED- GRADUATE ,,,,, DL PARENT PLUS ,,,,,DL GRAD PLUS,,,,,,
04141100,FRENCH ACADEMY OF COSMETOLOGY,MI,49456,Proprietary, 5 , 5 ," $8,617.00 ", 5 ," $4,933.00 ", 4 , 4 ," $9,743.00 ", 4 ," $4,871.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,49456
04141200,TONI & GUY HAIRDRESSING ACADEMY,RI,29200,Proprietary, 22 , 22 ," $69,511.00 ", 23 ," $37,611.00 ", 25 , 25 ," $109,406.00 ", 26 ," $59,112.00 ", -   , -   , $-   , -   , $-   , 12 , 12 ," $71,981.00 ", 12 ," $38,972.00 ", -   , -   , $-   , -   , $-   ,,29200
04141300,SAN FRANCISCO INSTITUTE OF ESTHETICS & COSMETOLOGY,CA,94103,Proprietary, 19 , 19 ," $50,409.00 ", 20 ," $28,528.00 ", 17 , 17 ," $67,087.00 ", 17 ," $38,040.00 ", -   , -   , $-   , -   , $-   , 2 , 2 ," $11,105.00 ", 2 ," $7,951.00 ", -   , -   , $-   , -   , $-   ,,94103
04141400,LAURUS COLLEGE,CA,93401,Proprietary, 92 , 92 ," $311,874.00 ", 92 ," $109,695.00 ", 93 , 93 ," $482,677.00 ", 93 ," $167,345.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,93401
04141600,OMEGA STUDIOS' SCHOOL OF APPLIED RECORDING ARTS & SCIENCES,MD,20852,Proprietary, 14 , 14 ," $44,041.00 ", 14 ," $23,625.00 ", 16 , 16 ," $48,523.00 ", 18 ," $25,229.00 ", -   , -   , $-   , -   , $-   , 11 , 11 ," $280,932.00 ", 12 ," $137,149.00 ", -   , -   , $-   , -   , $-   ,,20852
04141700,HEALING HANDS SCHOOL OF HOLISTIC HEALTH,CA,92025,Proprietary, 9 , 9 ," $29,596.00 ", 9 ," $15,596.00 ", 9 , 9 ," $40,850.00 ", 9 ," $20,425.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,92025
04142300,AVEDA INSTITUTE-CORPUS CHRISTI,TX,78404,Proprietary, 48 , 48 ," $125,482.00 ", 50 ," $79,034.00 ", 47 , 47 ," $157,603.00 ", 52 ," $100,288.00 ", -   , -   , $-   , -   , $-   , 3 , 3 ," $13,050.00 ", 3 ," $6,525.00 ", -   , -   , $-   , -   , $-   ,,78404
04142500,TOURO UNIVERSITY WORLDWIDE,CA,90046,Private-Nonprofit, 14 , 14 ," $43,477.00 ", 14 ," $13,258.00 ", 15 , 15 ," $92,313.00 ", 15 ," $26,377.00 ", 45 , 45 ," $573,337.00 ", 52 ," $185,203.00 ", -   , -   , $-   , -   , $-   , 4 , 4 ," $42,346.00 ", 5 ," $11,423.00 ",,90046
04142600,TOURO UNIVERSITY,CA,94592,Private-Nonprofit, 51 , 51 ," $242,854.00 ", 51 ," $106,924.00 ", 59 , 61 ," $367,553.00 ", 61 ," $185,875.00 "," 1,298 "," 1,311 "," $40,419,886.00 "," 1,312 "," $18,458,051.00 ", 7 , 8 ," $180,397.00 ", 8 ," $74,643.00 "," 1,092 "," 1,220 "," $34,130,790.00 "," 1,221 "," $15,229,826.00 ",,94592
04142700,PONTIFICAL JOHN PAUL II INSTITUTE FOR STUDIES ON MARRIAGE AND FAMILY,DC,20064,Private-Nonprofit, -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , 13 , 13 ," $192,471.00 ", 13 ," $98,725.00 ", -   , -   , $-   , -   , $-   , 1 , 1 ," $20,492.00 ", 1 ," $10,246.00 ",,20064
04142900,GEORGIA GWINNETT COLLEGE,GA,30043,Public," 4,350 "," 4,438 "," $16,450,208.00 "," 4,438 "," $8,469,705.00 "," 2,434 "," 2,783 "," $9,417,378.00 "," 2,783 "," $4,873,671.00 ", -   , -   , $-   , -   , $-   , 569 , 571 ," $5,598,565.00 ", 571 ," $2,892,383.00 ", -   , -   , $-   , -   , $-   ,,30043
04143100,PROFESSIONAL HANDS INSTITUTE,FL,33126,Proprietary, 7 , 7 ," $31,500.00 ", 7 ," $15,750.00 ", 7 , 7 ," $9,387.00 ", 7 ," $4,697.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,33126
04143200,HULT INTERNATIONAL BUSINESS SCHOOL,MA,21411,Private-Nonprofit, -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , 64 , 64 ," $1,305,167.00 ", 64 ," $432,897.00 ", -   , -   , $-   , -   , $-   , 55 , 55 ," $2,438,228.00 ", 55 ," $827,685.00 ",,21411
04143500,CHARLOTTE SCHOOL OF LAW,NC,28244,Proprietary, -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , 815 , 816 ," $12,238,688.00 ", 818 ," $8,197,039.00 ", -   , -   , $-   , -   , $-   , 709 , 798 ," $19,073,026.00 ", 819 ," $13,240,114.00 ",,28244
04143700,ST MARY'S UNIVERSITY TWICKENHAM,,,Foreign-Public, 4 , 4 ," $16,000.00 ", 4 ," $8,000.00 ", 6 , 6 ," $29,000.00 ", 6 ," $14,500.00 ", 2 , 2 ," $41,000.00 ", 2 ," $20,500.00 ", 4 , 4 ," $123,221.00 ", 4 ," $61,611.00 ", 2 , 2 ," $35,022.00 ", 2 ," $17,512.00 ",,
04144200,CAREER DEVELOPMENT INSTITUTE,CA,90035,Proprietary, 30 , 31 ," $80,230.00 ", 32 ," $47,824.00 ", 25 , 25 ," $105,388.00 ", 26 ," $56,754.00 ", -   , -   , $-   , -   , $-   , 3 , 3 ," $30,564.00 ", 3 ," $18,428.00 ", -   , -   , $-   , -   , $-   ,,90035
04144300,INSTITUTE OF CULINARY EDUCATION,NY,10281,Proprietary, 33 , 33 ," $79,352.00 ", 33 ," $40,202.00 ", 33 , 33 ," $106,144.00 ", 33 ," $53,326.00 ", -   , -   , $-   , -   , $-   , 18 , 18 ," $559,043.00 ", 18 ," $291,190.00 ", -   , -   , $-   , -   , $-   ,,10281
04144400,ACADEMY OF HAIR DESIGN (THE),OK,73120,Proprietary, 17 , 17 ," $48,000.00 ", 18 ," $26,750.00 ", 17 , 17 ," $63,889.00 ", 18 ," $36,223.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,73120
04144500,PAUL MITCHELL THE SCHOOL REXBURG,ID,83440,Proprietary, 17 , 17 ," $60,583.00 ", 17 ," $33,070.00 ", 12 , 12 ," $40,167.00 ", 12 ," $22,136.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,83440
04144800,INTERNATIONAL ACADEMY OF STYLE,NV,89502,Proprietary, 5 , 5 ," $18,500.00 ", 5 ," $9,250.00 ", 5 , 5 ," $17,100.00 ", 5 ," $8,550.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,89502
04145200,TRANSFORMED BARBER AND COSMETOLOGY ACADEMY,MO,64110,Proprietary, 9 , 9 ," $19,930.00 ", 9 ," $11,766.00 ", 9 , 9 ," $28,973.00 ", 9 ," $16,973.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,64110
04145400,OXFORD ACADEMY OF HAIR DESIGN,CT,64832,Proprietary, 14 , 14 ," $47,000.00 ", 14 ," $22,677.00 ", 16 , 16 ," $63,333.00 ", 16 ," $31,666.00 ", -   , -   , $-   , -   , $-   , 3 , 4 ," $20,677.00 ", 4 ," $10,338.00 ", -   , -   , $-   , -   , $-   ,,64832
04145500,SKIN SCIENCE INSTITUTE OF LASER & ESTHETICS,UT,84111,Proprietary, 17 , 17 ," $38,916.00 ", 24 ," $24,834.00 ", 20 , 20 ," $72,668.00 ", 31 ," $44,002.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,84111
04145700,PAUL MITCHELL THE SCHOOL SPRINGFIELD,MO,65807,Proprietary, 30 , 30 ," $84,850.00 ", 32 ," $51,100.00 ", 32 , 32 ," $125,490.00 ", 34 ," $76,240.00 ", -   , -   , $-   , -   , $-   , 2 , 2 ," $13,100.00 ", 2 ," $6,550.00 ", -   , -   , $-   , -   , $-   ,,65807
04145800,PULSE BEAUTY ACADEMY A PAUL MITCHELL PARTNER SCHOOL,PA,19335,Proprietary, 21 , 21 ," $55,167.00 ", 25 ," $30,618.00 ", 22 , 22 ," $90,719.00 ", 26 ," $47,772.00 ", -   , -   , $-   , -   , $-   , 3 , 3 ," $30,550.00 ", 3 ," $15,275.00 ", -   , -   , $-   , -   , $-   ,,19335
04145900,CELEBRITY SCHOOL OF BEAUTY,FL,33144,Proprietary, 16 , 16 ," $37,428.00 ", 16 ," $19,294.00 ", 12 , 12 ," $30,140.00 ", 12 ," $12,389.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,33144
04146000,NATIONAL CAREER COLLEGE,CA,91402,Proprietary, 26 , 26 ," $86,201.00 ", 28 ," $44,227.00 ", 27 , 27 ," $81,170.00 ", 30 ," $38,415.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,91402
04146100,URSHAN GRADUATE SCHOOL OF THEOLOGY,MO,63031,Private-Nonprofit, -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , 18 , 18 ," $183,736.00 ", 18 ," $183,736.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,63031
04146400,DAOIST TRADITIONS COLLEGE OF CHINESE MEDICAL ARTS,NC,28801,Proprietary, 4 , 4 ," $22,000.00 ", 4 ," $22,000.00 ", 5 , 5 ," $26,500.00 ", 5 ," $21,976.00 ", 55 , 55 ," $1,105,933.00 ", 55 ," $557,558.00 ", -   , -   , $-   , -   , $-   , 33 , 33 ," $435,051.00 ", 34 ," $225,639.00 ",,28801
04146500,PORTLAND ACTORS CONSERVATORY,OR,97201,Private-Nonprofit, 8 , 8 ," $35,567.00 ", 8 ," $17,784.00 ", 8 , 8 ," $48,500.00 ", 8 ," $24,250.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,97201
04146700,AVIATION INSTITUTE OF MAINTENANCE,TX,77061,Proprietary, 46 , 46 ," $165,312.00 ", 46 ," $84,516.00 ", 47 , 49 ," $209,250.00 ", 49 ," $107,438.00 ", -   , -   , $-   , -   , $-   , 9 , 9 ," $104,756.00 ", 9 ," $52,380.00 ", -   , -   , $-   , -   , $-   ,,77061
04146800,SOUTH TEXAS TRAINING CENTER,TX,78586,Proprietary, 19 , 19 ," $59,500.00 ", 19 ," $29,754.00 ", 14 , 14 ," $27,706.00 ", 14 ," $12,477.00 ", -   , -   , $-   , -   , $-   , 1 , 1 ," $1,345.00 ", 1 , $673.00 , -   , -   , $-   , -   , $-   ,,78586
04146900,ADVANCED WELDING INSTITUTE,VT,54030,Proprietary, 4 , 4 ," $12,924.00 ", 4 ," $6,464.00 ", 4 , 4 ," $18,460.00 ", 4 ," $9,230.00 ", -   , -   , $-   , -   , $-   , 1 , 1 ," $15,000.00 ", 1 ," $7,500.00 ", -   , -   , $-   , -   , $-   ,,54030
04147000,PAUL MITCHELL THE SCHOOL ATLANTA,GA,30318,Proprietary, 57 , 57 ," $173,151.00 ", 60 ," $93,588.00 ", 59 , 59 ," $229,845.00 ", 61 ," $124,469.00 ", -   , -   , $-   , -   , $-   , 8 , 8 ," $67,851.00 ", 8 ," $35,459.00 ", -   , -   , $-   , -   , $-   ,,30318
04147100,TRICOCI UNIVERSITY OF BEAUTY CULTURE,IL,60048,Proprietary, 25 , 25 ," $73,362.00 ", 26 ," $41,324.00 ", 31 , 31 ," $127,028.00 ", 32 ," $69,706.00 ", -   , -   , $-   , -   , $-   , 13 , 13 ," $116,720.00 ", 13 ," $60,260.00 ", -   , -   , $-   , -   , $-   ,,60048
04147200,TRICOCI UNIVERSITY OF BEAUTY CULTURE,IL,60455,Proprietary, 20 , 20 ," $61,652.00 ", 21 ," $32,036.00 ", 21 , 21 ," $78,605.00 ", 23 ," $43,742.00 ", -   , -   , $-   , -   , $-   , 7 , 7 ," $61,948.00 ", 7 ," $30,973.00 ", -   , -   , $-   , -   , $-   ,,60455
04147300,TRICOCI UNIVERSITY OF BEAUTY CULTURE,IL,60139,Proprietary, 7 , 7 ," $21,673.00 ", 7 ," $11,711.00 ", 8 , 8 ," $37,208.00 ", 8 ," $20,365.00 ", -   , -   , $-   , -   , $-   , 8 , 8 ," $66,115.00 ", 8 ," $33,057.00 ", -   , -   , $-   , -   , $-   ,,60139
04147400,TRICOCI UNIVERSITY OF BEAUTY CULTURE,IL,61614,Proprietary, 14 , 14 ," $37,430.00 ", 14 ," $23,089.00 ", 15 , 15 ," $61,561.00 ", 15 ," $39,169.00 ", -   , -   , $-   , -   , $-   , 4 , 4 ," $38,487.00 ", 4 ," $21,810.00 ", -   , -   , $-   , -   , $-   ,,61614
04147500,TRICOCI UNIVERSITY OF BEAUTY CULTURE,IL,61108,Proprietary, 22 , 22 ," $57,921.00 ", 23 ," $35,799.00 ", 22 , 22 ," $52,197.00 ", 23 ," $32,103.00 ", -   , -   , $-   , -   , $-   , 10 , 10 ," $82,841.00 ", 10 ," $41,942.00 ", -   , -   , $-   , -   , $-   ,,61108
04147600,AVEDA INSTITUTE LAS VEGAS,NV,89119,Proprietary, 28 , 28 ," $105,866.00 ", 28 ," $52,932.00 ", 26 , 26 ," $114,036.00 ", 26 ," $57,019.00 ", -   , -   , $-   , -   , $-   , 1 , 1 ," $12,379.00 ", 1 ," $6,189.00 ", -   , -   , $-   , -   , $-   ,,89119
04147700,LAKE LANIER SCHOOL OF MASSAGE,GA,30501,Proprietary, 10 , 10 ," $29,810.00 ", 10 ," $15,363.00 ", 11 , 11 ," $54,359.00 ", 11 ," $26,215.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,30501
04148000,NEW LIFE BUSINESS INSTITUTE,NY,11432,Proprietary, 34 , 34 ," $82,502.00 ", 41 ," $47,188.00 ", 34 , 34 ," $140,633.00 ", 41 ," $78,237.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,11432
04148200,BEYOND 21ST CENTURY BEAUTY ACADEMY,CA,90670,Proprietary, 1 , 1 ," $2,020.00 ", 1 ," $1,010.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,90670
04148300,DENVER SCHOOL OF NURSING,CO,80202,Proprietary, 210 , 210 ," $805,706.00 ", 274 ," $354,632.00 ", 207 , 207 ," $1,083,852.00 ", 271 ," $479,809.00 ", -   , -   , $-   , -   , $-   , 7 , 7 ," $154,853.00 ", 7 ," $51,612.00 ", -   , -   , $-   , -   , $-   ,,80202
04148400,EUROPEAN ACADEMY OF COSMETOLOGY AND HAIRDRESSING (THE),CT,64370,Proprietary, 15 , 15 ," $48,750.00 ", 15 ," $25,000.00 ", 15 , 15 ," $45,666.00 ", 15 ," $22,332.00 ", -   , -   , $-   , -   , $-   , 3 , 3 ," $33,384.00 ", 3 ," $16,692.00 ", -   , -   , $-   , -   , $-   ,,64370
04148500,MEDICAL INSTITUTE OF PALM BEACH,FL,33463,Proprietary, 26 , 26 ," $68,232.00 ", 26 ," $35,461.00 ", 17 , 17 ," $82,431.00 ", 17 ," $41,895.00 ", -   , -   , $-   , -   , $-   , 8 , 8 ," $58,237.00 ", 8 ," $29,122.00 ", -   , -   , $-   , -   , $-   ,,33463
04148700,AMERICAN INSTITUTE OF INTERIOR DESIGN,AZ,85268,Proprietary, 1 , 1 ," $3,063.00 ", 1 ," $1,532.00 ", 1 , 1 ," $5,250.00 ", 1 ," $2,625.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,85268
04148800,CENTERPOINT MASSAGE & SHIATSU THERAPY SCHOOL & CLINIC,MN,55416,Proprietary, 4 , 4 ," $11,280.00 ", 4 ," $5,640.00 ", 4 , 4 ," $17,706.00 ", 4 ," $8,853.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,55416
04148900,NORTHERN CALIFORNIA INSTITUTE OF COSMETOLOGY,CA,94577,Proprietary, 3 , 3 ," $7,463.00 ", 3 ," $3,732.00 ", 3 , 3 ," $3,569.00 ", 3 ," $2,047.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,94577
04149100,PAUL MITCHELL THE SCHOOL CINCINNATI,OH,45241,Proprietary, 53 , 53 ," $157,681.00 ", 54 ," $84,950.00 ", 49 , 49 ," $198,657.00 ", 50 ," $113,163.00 ", -   , -   , $-   , -   , $-   , 21 , 21 ," $141,482.00 ", 21 ," $74,256.00 ", -   , -   , $-   , -   , $-   ,,45241
04149200,XCELL ACADEMY A PAUL MITCHELL SCHOOL,AL,35216,Proprietary, 28 , 28 ," $83,293.00 ", 29 ," $46,396.00 ", 29 , 29 ," $106,278.00 ", 30 ," $61,600.00 ", -   , -   , $-   , -   , $-   , 5 , 5 ," $20,706.00 ", 6 ," $11,106.00 ", -   , -   , $-   , -   , $-   ,,35216
04149300,PARK WEST BARBER SCHOOL,NC,27713,Proprietary, 80 , 80 ," $274,852.00 ", 80 ," $137,426.00 ", 80 , 80 ," $378,812.00 ", 80 ," $185,109.00 ", -   , -   , $-   , -   , $-   , 2 , 2 ," $10,500.00 ", 2 ," $5,250.00 ", -   , -   , $-   , -   , $-   ,,27713
04149400,GARY MANUEL AVEDA INSTITUTE,WA,98122,Proprietary, 47 , 47 ," $147,359.00 ", 47 ," $76,122.00 ", 45 , 45 ," $203,113.00 ", 45 ," $101,881.00 ", -   , -   , $-   , -   , $-   , 1 , 1 ," $5,454.00 ", 1 , $898.00 , -   , -   , $-   , -   , $-   ,,98122
04149500,A & W HEALTHCARE EDUCATORS,LA,70126,Proprietary, -   , -   , $-   , -   , $-   , 1 , 1 ," $9,730.00 ", 1 ," $4,865.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,70126
04149700,HOMESTEAD SCHOOLS,CA,90505,Private-Nonprofit, 33 , 33 ," $107,085.00 ", 33 ," $53,559.00 ", 33 , 33 ," $134,136.00 ", 33 ," $67,083.00 ", -   , -   , $-   , -   , $-   , 2 , 2 ," $7,200.00 ", 2 ," $3,600.00 ", -   , -   , $-   , -   , $-   ,,90505
04149800,SOMERSET COUNTY TECHNOLOGY CENTER,PA,15501,Public, 18 , 18 ," $56,560.00 ", 18 ," $30,310.00 ", 17 , 17 ," $77,144.00 ", 17 ," $41,000.00 ", -   , -   , $-   , -   , $-   , 1 , 1 ," $1,753.00 ", 1 ," $1,753.00 ", -   , -   , $-   , -   , $-   ,,15501
04149900,PROFILE INSTITUTE OF BARBER-STYLING,GA,30315,Proprietary, 6 , 6 ," $18,000.00 ", 6 ," $9,000.00 ", 6 , 6 ," $24,000.00 ", 6 ," $10,667.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,30315
04150100,GOLDEN STATE COLLEGE OF COURT REPORTING & CAPTIONING,CA,94588,Proprietary, 7 , 7 ," $28,250.00 ", 7 ," $15,250.00 ", 8 , 8 ," $43,500.00 ", 8 ," $22,250.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,94588
04150300,RWM FIBER OPTICS,CA,90746,Proprietary, 10 , 10 ," $31,500.00 ", 10 ," $17,500.00 ", 9 , 9 ," $42,192.00 ", 9 ," $23,192.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,90746
04150600,D & L ACADEMY OF HAIR DESIGN,ID,83301,Proprietary, 5 , 5 ," $12,098.00 ", 7 ," $8,911.00 ", 2 , 2 ," $8,198.00 ", 3 ," $8,198.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,83301
04150900,KEUNE ACADEMY BY 124,GA,30043,Proprietary, 19 , 19 ," $55,867.00 ", 20 ," $28,993.00 ", 20 , 20 ," $57,215.00 ", 21 ," $29,452.00 ", -   , -   , $-   , -   , $-   , 2 , 2 ," $19,475.00 ", 2 ," $9,861.00 ", -   , -   , $-   , -   , $-   ,,30043
04151200,SALON PROFESSIONAL ACADEMY (THE),NY,14150,Proprietary, 22 , 22 ," $57,163.00 ", 25 ," $30,587.00 ", 23 , 23 ," $76,597.00 ", 28 ," $41,788.00 ", -   , -   , $-   , -   , $-   , 2 , 2 ," $11,160.00 ", 2 ," $5,580.00 ", -   , -   , $-   , -   , $-   ,,14150
04151400,VANITY SCHOOL OF COSMETOLOGY,OH,44035,Proprietary, 12 , 12 ," $34,043.00 ", 17 ," $21,793.00 ", 9 , 10 ," $31,303.00 ", 14 ," $19,303.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,44035
04151500,AMERICAN ACADEMY OF COSMETOLOGY,FL,32065,Proprietary, 12 , 12 ," $21,111.00 ", 15 ," $13,944.00 ", 13 , 13 ," $38,166.00 ", 16 ," $23,332.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,32065
04151700,BELLA CAPELLI ACADEMY,PA,15146,Proprietary, 52 , 52 ," $148,614.00 ", 59 ," $83,027.00 ", 57 , 57 ," $183,084.00 ", 67 ," $105,405.00 ", -   , -   , $-   , -   , $-   , 10 , 10 ," $94,287.00 ", 10 ," $49,543.00 ", -   , -   , $-   , -   , $-   ,,15146
04151800,TEMPLE (THE): A PAUL MITCHELL PARTNER SCHOOL,MD,21701,Proprietary, 39 , 39 ," $120,061.00 ", 41 ," $63,785.00 ", 42 , 42 ," $178,576.00 ", 46 ," $101,649.00 ", -   , -   , $-   , -   , $-   , 7 , 7 ," $40,933.00 ", 8 ," $21,141.00 ", -   , -   , $-   , -   , $-   ,,21701
04151900,COLUMBIA GORGE COMMUNITY COLLEGE,OR,97058,Public, 21 , 21 ," $74,053.00 ", 21 ," $28,797.00 ", 20 , 20 ," $86,829.00 ", 20 ," $33,701.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,97058
04152300,GEORGIA BEAUTY ACADEMY,GA,30721,Proprietary, 25 , 25 ," $65,656.00 ", 27 ," $38,350.00 ", 11 , 11 ," $34,917.00 ", 12 ," $17,083.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,30721
04152400,INTERNATIONAL INSTITUTE OF COSMETOLOGY,CT,61090,Proprietary, 19 , 19 ," $60,722.00 ", 19 ," $30,360.00 ", 21 , 22 ," $66,486.00 ", 23 ," $32,686.00 ", -   , -   , $-   , -   , $-   , 5 , 5 ," $42,010.00 ", 5 ," $21,004.00 ", -   , -   , $-   , -   , $-   ,,61090
04152700,ASTRODOME CAREER CENTERS,TX,77054,Proprietary, 2 , 2 ," $2,334.00 ", 4 ," $2,334.00 ", 2 , 2 ," $3,500.00 ", 4 ," $3,500.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,77054
04152800,CALIFORNIA ACADEMY (THE),CA,95825,Proprietary, 62 , 62 ," $186,449.00 ", 63 ," $98,718.00 ", 63 , 63 ," $258,070.00 ", 64 ," $140,773.00 ", -   , -   , $-   , -   , $-   , 12 , 12 ," $89,333.00 ", 12 ," $44,663.00 ", -   , -   , $-   , -   , $-   ,,95825
04152900,STUDIO ACADEMY OF BEAUTY (THE),AZ,85224,Proprietary, 50 , 50 ," $145,282.00 ", 50 ," $76,286.00 ", 54 , 54 ," $199,711.00 ", 54 ," $91,116.00 ", -   , -   , $-   , -   , $-   , 3 , 3 ," $18,227.00 ", 3 ," $9,114.00 ", -   , -   , $-   , -   , $-   ,,85224
04153000,RENAISSANCE ACADEMIE,UT,84604,Proprietary, 9 , 9 ," $25,672.00 ", 9 ," $15,172.00 ", 6 , 6 ," $21,831.00 ", 6 ," $11,055.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,84604
04153200,SOUTHERN WORCESTER COUNTY REGIONAL VOC SCHOOL DISTRICT,MA,15071,Public, 21 , 21 ," $71,750.00 ", 21 ," $36,750.00 ", 20 , 20 ," $105,000.00 ", 20 ," $54,000.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,15071
04153300,PAUL MITCHELL THE SCHOOL COLUMBUS,OH,43231,Proprietary, 28 , 28 ," $74,650.00 ", 30 ," $43,889.00 ", 27 , 27 ," $107,954.00 ", 29 ," $61,990.00 ", -   , -   , $-   , -   , $-   , 5 , 5 ," $37,589.00 ", 5 ," $25,264.00 ", -   , -   , $-   , -   , $-   ,,43231
04153800,BETHEL COLLEGE,VA,23666,Private-Nonprofit, 15 , 15 ," $55,337.00 ", 15 ," $30,794.00 ", 17 , 17 ," $90,270.00 ", 17 ," $49,886.00 ", -   , -   , $-   , -   , $-   , 1 , 1 ," $15,749.00 ", 1 ," $7,875.00 ", -   , -   , $-   , -   , $-   ,,23666
04153900,PROVIDENCE CHRISTIAN COLLEGE,CA,91104,Private-Nonprofit, 37 , 37 ," $144,754.00 ", 37 ," $76,629.00 ", 33 , 33 ," $95,150.00 ", 33 ," $50,400.00 ", -   , -   , $-   , -   , $-   , 4 , 4 ," $70,758.00 ", 4 ," $40,532.00 ", -   , -   , $-   , -   , $-   ,,91104
04154200,CAROLINA COLLEGE OF BIBLICAL STUDIES,NC,28303,Private-Nonprofit, 11 , 11 ," $36,245.00 ", 11 ," $13,749.00 ", 12 , 12 ," $56,462.00 ", 12 ," $21,410.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,28303
04154800,DUVALL'S SCHOOL OF COSMETOLOGY,TX,76021,Proprietary, 16 , 16 ," $42,830.00 ", 16 ," $22,578.00 ", 17 , 17 ," $57,808.00 ", 17 ," $31,985.00 ", -   , -   , $-   , -   , $-   , 2 , 2 ," $10,167.00 ", 2 ," $5,083.00 ", -   , -   , $-   , -   , $-   ,,76021
04154900,NATIONAL CAREER INSTITUTE,NJ,70182,Proprietary, 43 , 43 ," $104,345.00 ", 43 ," $55,234.00 ", 41 , 41 ," $178,316.00 ", 41 ," $91,462.00 ", -   , -   , $-   , -   , $-   , 5 , 5 ," $21,667.00 ", 5 ," $10,973.00 ", -   , -   , $-   , -   , $-   ,,70182
04155000,NORTHWEST SCHOOL OF WOODEN BOAT BUILDING,WA,98339,Private-Nonprofit, 14 , 14 ," $21,000.00 ", 28 ," $21,000.00 ", 15 , 15 ," $31,666.00 ", 30 ," $31,262.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,98339
