,,,,, DL SUBSIDIZED- UNDERGRADUATE ,,,,, DL SUBSIDIZED- GRADUATE ,,,,, DL UNSUBSIDIZED- UNDERGRADUATE ,,,,, DL UNSUBSIDIZED- GRADUATE ,,,,, DL PARENT PLUS ,,,,,DL GRAD PLUS,,,,
00360600,SAM HOUSTON STATE UNIVERSITY,TX,77340,PUBLIC," 5,518 "," 5,531 "," $22,847,698.00 ","5,531"," $12,163,245.00 ", 799 , 800 ," $5,421,587.00 ",800," $2,991,541.00 "," 5,600 "," 6,316 "," $24,673,968.00 ","6,316"," $13,234,931.00 ", 646 , 647 ," $6,086,097.00 ",647," $3,409,249.00 "," 1,215 "," 1,218 "," $6,352,701.00 ","1,218"," $3,301,012.00 ", 3 , 3 ," $10,305.00 ",3," $10,305.00 "
00360800,SAINT PHILIP'S COLLEGE,TX,78203,PUBLIC, 462 , 462 ," $1,673,228.00 ",463," $860,999.00 ", -   , -   , $-   ,0, $-   , 402 , 402 ," $1,820,304.00 ",403," $936,342.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00360900,SAN JACINTO COMMUNITY COLLEGE DISTRICT,TX,77504,PUBLIC, 974 , 979 ," $3,326,127.00 ",979," $1,718,152.00 ", 12 , 12 ," $49,089.00 ",12," $24,545.00 ", 946 , 960 ," $3,522,700.00 ",960," $1,790,085.00 ", 13 , 13 ," $63,211.00 ",13," $30,802.00 ", 3 , 3 ," $24,119.00 ",3," $14,143.00 ", -   , -   , $-   ,0, $-   
00361000,SCHREINER UNIVERSITY,TX,78028,PRIVATE, 567 , 579 ," $2,193,026.00 ",579," $1,178,575.00 ", 17 , 18 ," $104,152.00 ",18," $60,948.00 ", 595 , 691 ," $2,287,058.00 ",691," $1,229,365.00 ", 14 , 15 ," $100,520.00 ",15," $55,624.00 ", 74 , 75 ," $722,361.00 ",75," $379,181.00 ", -   , -   , $-   ,0, $-   
00361100,SOUTH PLAINS COLLEGE,TX,79336,PUBLIC," 1,138 "," 1,138 "," $3,209,414.00 ","1,141"," $1,009,453.00 ", 9 , 9 ," $21,126.00 ",9," $7,839.00 "," 1,136 "," 1,136 "," $2,973,392.00 ","1,142"," $932,116.00 ", 12 , 12 ," $75,270.00 ",12," $23,070.00 ", 28 , 28 ," $119,198.00 ",28," $39,077.00 ", -   , -   , $-   ,0, $-   
00361200,UNIVERSITY OF HOUSTON - DOWNTOWN,TX,77002,PUBLIC," 3,997 "," 4,046 "," $15,918,290.00 ","4,047"," $8,814,396.00 ", 43 , 43 ," $284,850.00 ",43," $165,432.00 "," 3,517 "," 3,564 "," $18,831,994.00 ","3,565"," $10,550,570.00 ", 41 , 41 ," $398,426.00 ",41," $225,684.00 ", 16 , 16 ," $165,482.00 ",16," $94,849.00 ", -   , -   , $-   ,0, $-   
00361300,SOUTHERN METHODIST UNIVERSITY,TX,75275,PRIVATE," 1,383 "," 1,384 "," $5,850,835.00 ","1,390"," $3,126,826.00 "," 1,649 "," 1,649 "," $13,398,939.00 ","1,665"," $6,891,139.00 "," 1,353 "," 1,435 "," $4,649,394.00 ","1,442"," $2,540,577.00 "," 1,519 "," 1,520 "," $17,375,171.00 ","1,536"," $8,874,722.00 ", 455 , 476 ," $8,891,509.00 ",480," $4,719,186.00 ", 897 , 924 ," $24,584,826.00 ",928," $11,594,757.00 "
00361400,SOUTHWEST TEXAS JUNIOR COLLEGE,TX,78801,PUBLIC, 361 , 361 ," $1,138,476.00 ",361," $632,253.00 ", -   , -   , $-   ,0, $-   , 249 , 249 ," $890,446.00 ",249," $486,412.00 ", -   , -   , $-   ,0, $-   , 2 , 2 ," $14,992.00 ",2," $7,497.00 ", -   , -   , $-   ,0, $-   
00361500,TEXAS STATE UNIVERSITY,TX,78666,PUBLIC," 11,084 "," 11,098 "," $46,348,264.00 ","11,098"," $24,780,193.00 "," 2,224 "," 2,233 "," $15,882,444.00 ","2,233"," $8,521,921.00 "," 11,096 "," 11,888 "," $51,025,697.00 ","11,888"," $27,536,085.00 "," 1,735 "," 1,759 "," $14,393,302.00 ","1,759"," $7,852,735.00 "," 2,757 "," 2,766 "," $25,315,993.00 ","2,766"," $13,570,868.00 ", 1 , 1 ," $11,871.00 ",1," $9,767.00 "
00361600,SOUTHWESTERN ASSEMBLIES OF GOD UNIVERSITY,TX,75165,PRIVATE," 1,114 "," 1,114 "," $4,591,402.00 ","1,114"," $2,424,666.00 ", 165 , 165 ," $1,266,627.00 ",165," $669,786.00 "," 1,067 "," 1,142 "," $4,218,752.00 ","1,142"," $2,294,196.00 ", 144 , 144 ," $1,507,809.00 ",144," $806,476.00 ", 121 , 121 ," $1,416,081.00 ",121," $758,915.00 ", 3 , 3 ," $13,975.00 ",3," $8,011.00 "
00361800,SOUTHWESTERN CHRISTIAN COLLEGE,TX,75160,PRIVATE, 85 , 85 ," $236,281.00 ",86," $125,523.00 ", -   , -   , $-   ,0, $-   , 38 , 38 ," $100,234.00 ",38," $49,878.00 ", -   , -   , $-   ,0, $-   , 2 , 2 ," $11,020.00 ",2," $5,510.00 ", -   , -   , $-   ,0, $-   
00361900,SOUTHWESTERN ADVENTIST UNIVERSITY,TX,76059,PRIVATE, 369 , 369 ," $1,524,743.00 ",372," $837,138.00 ", 11 , 11 ," $73,869.00 ",11," $43,252.00 ", 325 , 325 ," $1,469,454.00 ",334," $831,477.00 ", 11 , 11 ," $100,158.00 ",13," $56,108.00 ", 23 , 23 ," $218,361.00 ",25," $122,391.00 ", -   , -   , $-   ,0, $-   
00362000,SOUTHWESTERN UNIVERSITY,TX,78626,PRIVATE, 551 , 553 ," $2,353,168.00 ",553," $1,237,802.00 ", -   , -   , $-   ,0, $-   , 580 , 621 ," $1,964,830.00 ",621," $1,025,654.00 ", -   , -   , $-   ,0, $-   , 191 , 196 ," $3,038,524.00 ",196," $1,641,635.00 ", -   , -   , $-   ,0, $-   
00362100,ST. EDWARD'S UNIVERSITY,TX,78704,PRIVATE," 1,822 "," 1,822 "," $7,630,343.00 ","1,822"," $4,014,785.00 ", 223 , 223 ," $1,643,465.00 ",223," $889,337.00 "," 1,844 "," 1,968 "," $7,039,675.00 ","1,968"," $3,768,777.00 ", 231 , 231 ," $2,492,331.00 ",231," $1,337,261.00 ", 151 , 151 ," $1,967,646.00 ",151," $1,038,367.00 ", 14 , 14 ," $168,808.00 ",14," $93,962.00 "
00362300,SAINT MARY'S UNIVERSITY,TX,78228,PRIVATE," 1,209 "," 1,212 "," $5,218,957.00 ","1,217"," $2,769,268.00 ", 847 , 876 ," $6,304,854.00 ",884," $3,665,680.00 "," 1,182 "," 1,203 "," $4,380,291.00 ","1,273"," $2,303,713.00 ", 901 , 923 ," $10,314,595.00 ",936," $6,681,316.00 ", 95 , 96 ," $919,620.00 ",107," $506,072.00 ", 307 , 316 ," $5,307,469.00 ",334," $3,016,363.00 "
00362400,STEPHEN F AUSTIN STATE UNIVERSITY,TX,75962,PUBLIC," 5,162 "," 5,283 "," $19,970,858.00 ","5,283"," $10,861,458.00 ", 596 , 606 ," $4,251,090.00 ",606," $2,342,317.00 "," 5,000 "," 5,820 "," $20,247,918.00 ","5,820"," $11,117,751.00 ", 472 , 484 ," $4,367,807.00 ",484," $2,414,780.00 "," 1,139 "," 1,166 "," $10,825,751.00 ","1,166"," $5,818,636.00 ", -   , -   , $-   ,0, $-   
00362500,SUL ROSS STATE UNIVERSITY,TX,79832,PUBLIC, 744 , 840 ," $2,732,589.00 ",840," $1,481,244.00 ", 228 , 262 ," $1,373,137.00 ",262," $756,845.00 ", 470 , 532 ," $1,846,513.00 ",532," $993,832.00 ", 129 , 142 ," $663,248.00 ",142," $365,001.00 ", 39 , 42 ," $251,434.00 ",42," $130,686.00 ", -   , -   , $-   ,0, $-   
00362600,TARRANT COUNTY COLLEGE DISTRICT,TX,76102,PUBLIC," 1,906 "," 1,919 "," $5,523,674.00 ","1,919"," $3,205,925.00 ", 7 , 7 ," $25,500.00 ",7," $12,750.00 "," 1,349 "," 1,368 "," $3,554,779.00 ","1,368"," $2,034,884.00 ", 1 , 1 ," $6,000.00 ",1," $3,000.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00362700,TEMPLE COLLEGE,TX,76504,PUBLIC," 1,717 "," 1,724 "," $5,366,703.00 ","1,724"," $3,194,918.00 ", 1 , 1 ," $2,250.00 ",1," $2,250.00 ", 896 , 935 ," $3,480,561.00 ",935," $2,086,755.00 ", -   , -   , $-   ,0, $-   , 8 , 8 ," $60,837.00 ",8," $32,001.00 ", -   , -   , $-   ,0, $-   
00363000,PRAIRIE VIEW AGRICULTURAL & MECHANICAL UNIVERSITY,TX,77446,PUBLIC," 4,086 "," 4,175 "," $15,181,169.00 ","4,175"," $8,056,287.00 ", 920 , 935 ," $5,595,653.00 ",935," $2,919,502.00 "," 4,019 "," 4,719 "," $15,944,402.00 ","4,720"," $8,560,589.00 "," 1,086 "," 1,108 "," $6,608,749.00 ","1,108"," $3,485,810.00 ", 609 , 615 ," $4,441,810.00 ",615," $2,382,076.00 ", 3 , 3 ," $29,451.00 ",3," $14,726.00 "
00363100,TARLETON STATE UNIVERSITY,TX,76401,PUBLIC," 3,383 "," 3,420 "," $13,582,308.00 ","3,420"," $7,542,183.00 ", 635 , 651 ," $4,117,892.00 ",651," $2,293,814.00 "," 3,312 "," 3,526 "," $15,641,434.00 ","3,526"," $8,694,907.00 ", 593 , 614 ," $3,671,651.00 ",614," $2,071,528.00 ", 580 , 585 ," $5,253,350.00 ",585," $2,846,086.00 ", -   , -   , $-   ,0, $-   
00363200,TEXAS A&M UNIVERSITY,TX,77843,PUBLIC," 9,040 "," 9,409 "," $34,680,269.00 ","9,409"," $18,878,502.00 "," 2,036 "," 2,107 "," $14,877,674.00 ","2,107"," $8,275,211.00 "," 10,404 "," 11,506 "," $42,573,603.00 ","11,506"," $22,643,563.00 "," 1,484 "," 1,547 "," $14,863,638.00 ","1,547"," $8,321,543.00 "," 2,658 "," 2,718 "," $28,449,704.00 ","2,718"," $15,081,725.00 ", 53 , 55 ," $667,541.00 ",55," $361,281.00 "
00363400,TEXAS STATE TECHNICAL COLLEGE,TX,76705,PUBLIC," 2,290 "," 2,290 "," $6,936,126.00 ","2,290"," $2,886,018.00 ", -   , -   , $-   ,0, $-   ," 2,310 "," 2,310 "," $8,904,509.00 ","2,310"," $3,736,649.00 ", -   , -   , $-   ,0, $-   , 97 , 97 ," $938,090.00 ",97," $376,663.00 ", -   , -   , $-   ,0, $-   
00363500,TEXAS CHIROPRACTIC COLLEGE,TX,77505,PRIVATE, -   , -   , $-   ,0, $-   , 255 , 255 ," $1,567,894.00 ",255," $1,060,711.00 ", -   , -   , $-   ,0, $-   , 256 , 256 ," $4,418,378.00 ",256," $3,005,346.00 ", -   , -   , $-   ,0, $-   , 39 , 39 ," $605,157.00 ",39," $369,198.00 "
00363600,TEXAS CHRISTIAN UNIVERSITY,TX,76129,PRIVATE," 1,915 "," 1,946 "," $8,211,582.00 ","1,946"," $4,415,317.00 ", 335 , 338 ," $2,611,875.00 ",338," $1,386,403.00 "," 2,139 "," 2,384 "," $8,344,171.00 ","2,384"," $4,438,361.00 ", 274 , 277 ," $3,047,976.00 ",277," $1,591,529.00 ", 970 , 987 ," $19,487,262.00 ",987," $10,263,741.00 ", 98 , 102 ," $2,212,802.00 ",102," $1,147,896.00 "
00363700,JARVIS CHRISTIAN COLLEGE,TX,75765,PRIVATE, 425 , 425 ," $1,559,406.00 ",427," $876,733.00 ", -   , -   , $-   ,0, $-   , 421 , 440 ," $1,689,115.00 ",443," $966,983.00 ", -   , -   , $-   ,0, $-   , 98 , 99 ," $771,668.00 ",99," $441,340.00 ", -   , -   , $-   ,0, $-   
00363800,TEXAS COLLEGE,TX,75702,PRIVATE, 331 , 332 ," $1,339,277.00 ",332," $689,226.00 ", 2 , 2 ," $5,875.00 ",2," $4,313.00 ", 292 , 303 ," $999,840.00 ",303," $513,745.00 ", 2 , 2 ," $11,875.00 ",2," $7,688.00 ", 33 , 33 ," $188,711.00 ",33," $91,446.00 ", -   , -   , $-   ,0, $-   
00363900,TEXAS A&M UNIVERSITY - KINGSVILLE,TX,78363,PUBLIC," 3,362 "," 3,378 "," $13,058,357.00 ","3,378"," $7,259,459.00 ", 795 , 803 ," $5,348,044.00 ",803," $2,968,625.00 "," 2,851 "," 2,948 "," $12,141,186.00 ","2,948"," $6,842,024.00 ", 658 , 661 ," $4,721,310.00 ",661," $2,594,652.00 ", 138 , 141 ," $1,109,924.00 ",141," $608,629.00 ", 3 , 3 ," $21,324.00 ",3," $10,662.00 "
00364100,TEXAS LUTHERAN UNIVERSITY,TX,78155,PRIVATE, 741 , 741 ," $2,858,293.00 ",741," $1,571,945.00 ", 1 , 1 ," $5,500.00 ",1," $5,500.00 ", 838 , 843 ," $3,102,426.00 ",843," $1,703,308.00 ", -   , -   , $-   ,0, $-   , 155 , 157 ," $1,614,236.00 ",157," $899,776.00 ", -   , -   , $-   ,0, $-   
00364200,TEXAS SOUTHERN UNIVERSITY,TX,77004,PUBLIC," 3,863 "," 3,929 "," $15,603,694.00 ","3,929"," $8,034,794.00 "," 1,622 "," 1,641 "," $12,919,670.00 ","1,641"," $6,588,041.00 "," 3,840 "," 4,329 "," $19,435,794.00 ","4,329"," $10,026,448.00 "," 1,568 "," 1,584 "," $17,873,325.00 ","1,584"," $9,116,292.00 ", 283 , 293 ," $3,309,567.00 ",293," $1,725,159.00 ", 549 , 558 ," $5,010,169.00 ",558," $2,551,574.00 "
00364400,TEXAS TECH UNIVERSITY,TX,79409,PUBLIC," 8,172 "," 8,297 "," $32,272,300.00 ","8,297"," $17,885,366.00 "," 1,936 "," 2,103 "," $14,080,418.00 ","2,103"," $8,299,109.00 "," 9,463 "," 9,958 "," $38,700,552.00 ","9,958"," $21,755,914.00 "," 1,638 "," 1,789 "," $14,219,642.00 ","1,789"," $7,734,577.00 "," 1,246 "," 1,273 "," $13,999,155.00 ","1,273"," $7,451,684.00 ", 208 , 224 ," $1,918,834.00 ",224," $1,012,271.00 "
00364500,TEXAS WESLEYAN UNIVERSITY,TX,76105,PRIVATE, 803 , 803 ," $3,385,165.00 ",815," $1,847,696.00 ", 619 , 619 ," $5,012,496.00 ",621," $2,595,808.00 ", 839 , 839 ," $4,243,111.00 ",850," $2,307,549.00 ", 775 , 775 ," $8,441,088.00 ",777," $4,349,553.00 ", 43 , 43 ," $438,683.00 ",43," $222,591.00 ", 505 , 506 ," $8,989,678.00 ",506," $4,516,326.00 "
00364600,TEXAS WOMAN'S UNIVERSITY,TX,76204,PUBLIC," 3,243 "," 3,317 "," $11,398,373.00 ","3,317"," $6,334,533.00 "," 1,867 "," 1,899 "," $9,359,944.00 ","1,899"," $5,424,545.00 "," 3,318 "," 3,416 "," $15,924,055.00 ","3,416"," $8,964,478.00 "," 1,802 "," 1,840 "," $15,296,910.00 ","1,840"," $9,046,017.00 ", 79 , 82 ," $491,250.00 ",82," $266,547.00 ", 248 , 249 ," $945,813.00 ",249," $548,818.00 "
00364700,TRINITY UNIVERSITY,TX,78212,PRIVATE, 566 , 566 ," $2,208,658.00 ",566," $1,139,086.00 ", 87 , 88 ," $632,133.00 ",104," $352,555.00 ", 600 , 609 ," $2,268,304.00 ",609," $1,166,669.00 ", 82 , 82 ," $835,655.00 ",96," $516,832.00 ", 206 , 207 ," $2,672,654.00 ",207," $1,381,264.00 ", 21 , 21 ," $157,463.00 ",31," $116,001.00 "
00364800,TYLER JUNIOR COLLEGE,TX,75701,PUBLIC," 2,380 "," 2,397 "," $8,276,552.00 ","2,397"," $4,238,421.00 ", 1 , 1 ," $4,500.00 ",1," $2,250.00 "," 2,169 "," 2,232 "," $9,392,028.00 ","2,232"," $4,748,378.00 ", 1 , 1 ," $6,000.00 ",1," $3,000.00 ", 46 , 46 ," $235,294.00 ",46," $122,993.00 ", -   , -   , $-   ,0, $-   
00365100,UNIVERSITY OF DALLAS,TX,75062,PRIVATE, 627 , 629 ," $2,735,116.00 ",646," $1,418,821.00 ", 335 , 335 ," $2,246,058.00 ",371," $1,246,379.00 ", 619 , 624 ," $1,883,147.00 ",641," $985,236.00 ", 273 , 275 ," $2,350,376.00 ",282," $1,305,869.00 ", 115 , 118 ," $1,630,183.00 ",134," $879,654.00 ", 27 , 27 ," $396,028.00 ",28," $211,348.00 "
00365200,UNIVERSITY OF HOUSTON,TX,77204,PUBLIC," 7,912 "," 8,057 "," $32,776,817.00 ","8,058"," $17,383,802.00 "," 2,618 "," 2,639 "," $20,117,857.00 ","2,639"," $10,536,761.00 "," 6,893 "," 7,195 "," $31,938,692.00 ","7,195"," $17,002,688.00 "," 2,288 "," 2,343 "," $29,668,103.00 ","2,343"," $15,458,579.00 ", 240 , 243 ," $2,417,288.00 ",243," $1,302,361.00 ", 357 , 371 ," $5,170,315.00 ",371," $2,729,002.00 "
00365400,UNIVERSITY OF SAINT THOMAS,TX,77006,PRIVATE, 452 , 457 ," $1,906,568.00 ",457," $1,021,720.00 ", 222 , 223 ," $1,495,938.00 ",223," $829,181.00 ", 419 , 461 ," $1,929,784.00 ",461," $1,049,383.00 ", 252 , 261 ," $2,499,332.00 ",261," $1,377,310.00 ", 109 , 110 ," $1,502,497.00 ",110," $773,672.00 ", 2 , 2 ," $15,832.00 ",2," $7,916.00 "
00365600,UNIVERSITY OF TEXAS AT ARLINGTON,TX,76013,PUBLIC," 9,887 "," 10,163 "," $36,940,621.00 ","10,163"," $20,447,260.00 "," 2,333 "," 2,378 "," $13,965,088.00 ","2,378"," $7,803,782.00 "," 9,061 "," 9,646 "," $39,750,554.00 ","9,646"," $22,240,492.00 "," 1,952 "," 2,024 "," $17,257,094.00 ","2,024"," $9,765,908.00 ", 315 , 319 ," $2,988,293.00 ",319," $1,608,617.00 ", 21 , 21 ," $99,476.00 ",21," $56,557.00 "
00365800,UNIVERSITY OF TEXAS AT AUSTIN,TX,78712,PUBLIC," 11,430 "," 11,645 "," $46,441,995.00 ","11,645"," $25,287,731.00 "," 4,118 "," 4,196 "," $31,533,412.00 ","4,196"," $16,655,543.00 "," 11,046 "," 12,092 "," $42,448,549.00 ","12,092"," $23,383,261.00 "," 3,515 "," 3,638 "," $38,834,826.00 ","3,638"," $20,802,985.00 "," 4,175 "," 4,264 "," $47,447,140.00 ","4,264"," $26,593,091.00 "," 1,733 "," 1,852 "," $19,381,468.00 ","1,852"," $10,671,777.00 "
00365900,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT SAN ANTONIO,TX,78229,PUBLIC, 441 , 464 ," $1,959,218.00 ",464," $1,046,688.00 "," 1,244 "," 1,252 "," $10,061,179.00 ","1,252"," $4,832,431.00 ", 395 , 418 ," $2,099,063.00 ",418," $1,014,973.00 "," 1,102 "," 1,191 "," $24,189,883.00 ","1,191"," $12,116,860.00 ", 1 , 1 ," $6,000.00 ",1," $6,000.00 ", 86 , 91 ," $1,083,427.00 ",91," $487,375.00 "
00366100,UNIVERSITY OF TEXAS AT EL PASO,TX,79968,PUBLIC," 5,912 "," 6,023 "," $23,610,284.00 ","6,023"," $13,053,859.00 "," 1,275 "," 1,297 "," $9,076,709.00 ","1,297"," $5,007,597.00 "," 4,471 "," 4,570 "," $20,352,365.00 ","4,570"," $11,260,447.00 "," 1,037 "," 1,058 "," $8,516,704.00 ","1,058"," $4,793,127.00 ", 137 , 142 ," $1,154,242.00 ",142," $633,732.00 ", 5 , 5 ," $17,545.00 ",5," $12,273.00 "
00366200,VICTORIA COLLEGE,TX,77901,PUBLIC, 351 , 356 ," $1,197,953.00 ",356," $628,045.00 ", 7 , 7 ," $24,573.00 ",7," $12,287.00 ", 380 , 388 ," $1,833,424.00 ",388," $923,550.00 ", 7 , 8 ," $41,019.00 ",8," $19,764.00 ", 1 , 1 ," $8,007.00 ",1," $4,004.00 ", -   , -   , $-   ,0, $-   
00366300,WAYLAND BAPTIST UNIVERSITY,TX,79072,PRIVATE, 814 , 814 ," $2,957,858.00 ",814," $1,223,773.00 ", 288 , 288 ," $1,592,263.00 ",288," $544,288.00 ", 857 , 881 ," $3,945,139.00 ",881," $1,568,131.00 ", 322 , 322 ," $2,390,713.00 ",322," $848,328.00 ", 29 , 29 ," $211,469.00 ",29," $98,159.00 ", -   , -   , $-   ,0, $-   
00366400,WEATHERFORD COLLEGE,TX,76086,PUBLIC, 467 , 467 ," $1,549,149.00 ",467," $835,504.00 ", 1 , 1 ," $2,784.00 ",1," $1,392.00 ", 424 , 424 ," $1,610,408.00 ",424," $810,383.00 ", 1 , 1 ," $7,216.00 ",1," $3,608.00 ", 7 , 7 ," $28,636.00 ",7," $15,629.00 ", -   , -   , $-   ,0, $-   
00366500,WEST TEXAS A&M UNIVERSITY,TX,79015,PUBLIC," 1,777 "," 1,777 "," $7,256,037.00 ","1,777"," $3,967,059.00 ", 356 , 356 ," $2,652,010.00 ",356," $1,438,916.00 "," 1,925 "," 1,926 "," $9,246,205.00 ","1,926"," $5,059,805.00 ", 329 , 329 ," $3,052,368.00 ",329," $1,607,803.00 ", 68 , 68 ," $535,334.00 ",68," $284,937.00 ", -   , -   , $-   ,0, $-   
00366800,WHARTON COUNTY JUNIOR COLLEGE,TX,77488,PUBLIC, 607 , 618 ," $1,890,741.00 ",618," $1,071,266.00 ", 1 , 1 ," $4,500.00 ",1," $2,250.00 ", 562 , 605 ," $2,131,428.00 ",605," $1,195,968.00 ", 1 , 1 ," $9,530.00 ",1," $4,765.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00366900,WILEY COLLEGE,TX,75670,PRIVATE," 1,130 "," 1,130 "," $4,307,234.00 ","1,130"," $2,304,264.00 ", 31 , 31 ," $126,329.00 ",31," $70,039.00 "," 1,101 "," 1,101 "," $5,095,463.00 ","1,101"," $2,535,309.00 ", 33 , 33 ," $206,494.00 ",33," $106,289.00 ", 65 , 65 ," $368,397.00 ",65," $197,163.00 ", -   , -   , $-   ,0, $-   
00400300,CENTRAL TEXAS COLLEGE DISTRICT,TX,76540,PUBLIC," 1,232 "," 1,232 "," $3,765,570.00 ","1,977"," $2,014,733.00 ", -   , -   , $-   ,0, $-   , 527 , 527 ," $1,868,929.00 ",820," $957,169.00 ", -   , -   , $-   ,0, $-   , 3 , 3 ," $17,224.00 ",4," $10,612.00 ", -   , -   , $-   ,0, $-   
00445300,EL CENTRO COLLEGE,TX,75202,PUBLIC, 180 , 207 ," $386,768.00 ",212," $212,616.00 ", -   , -   , $-   ,0, $-   , 168 , 171 ," $416,935.00 ",172," $210,493.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00494800,TEXAS A&M UNIVERSITY SYSTEM HEALTH SCIENCE CENTER,TX,77807,PUBLIC, 28 , 28 ," $150,129.00 ",35," $83,541.00 ", 837 , 841 ," $6,946,335.00 ",871," $3,555,928.00 ", 20 , 20 ," $65,621.00 ",26," $38,170.00 ", 724 , 912 ," $14,906,919.00 ",940," $8,097,321.00 ", 2 , 2 ," $28,000.00 ",3," $17,334.00 ", 18 , 19 ," $394,862.00 ",40," $261,310.00 "
00494900,BAYLOR COLLEGE OF MEDICINE,TX,77030,PRIVATE, -   , -   , $-   ,0, $-   , 639 , 639 ," $5,341,565.00 ",639," $2,837,320.00 ", -   , -   , $-   ,0, $-   , 452 , 454 ," $7,799,778.00 ",455," $4,126,752.00 ", -   , -   , $-   ,0, $-   , 104 , 104 ," $1,962,868.00 ",104," $1,012,685.00 "
00495100,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT HOUSTON,TX,77030,PUBLIC, 113 , 113 ," $578,037.00 ",113," $300,540.00 "," 1,036 "," 1,040 "," $8,488,211.00 ","1,068"," $4,365,705.00 ", 113 , 116 ," $756,753.00 ",116," $393,403.00 ", 866 , 888 ," $18,604,545.00 ",910," $9,606,645.00 ", 5 , 5 ," $43,884.00 ",5," $26,708.00 ", 23 , 25 ," $216,421.00 ",32," $138,511.00 "
00495200,UNIVERSITY OF TEXAS MEDICAL BRANCH AT GALVESTON,TX,77555,PUBLIC, 292 , 292 ," $1,415,474.00 ",297," $768,924.00 ", 572 , 572 ," $4,534,067.00 ",611," $1,959,256.00 ", 258 , 258 ," $1,511,506.00 ",269," $840,936.00 ", 482 , 482 ," $6,768,202.00 ",522," $3,163,554.00 ", 4 , 4 ," $58,917.00 ",5," $27,698.00 ", 35 , 35 ," $558,718.00 ",36," $192,838.00 "
00497200,GALVESTON COLLEGE,TX,77550,PUBLIC, 50 , 50 ," $134,939.00 ",51," $81,950.00 ", -   , -   , $-   ,0, $-   , 30 , 30 ," $88,114.00 ",30," $46,991.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00497700,SOUTH TEXAS COLLEGE OF LAW,TX,77002,PRIVATE, 1 , 1 ," $8,500.00 ",1," $4,250.00 ", 839 , 839 ," $6,690,378.00 ",839," $3,702,636.00 ", 1 , 1 ," $12,000.00 ",1," $6,000.00 ", 991 , 995 ," $11,122,855.00 ",995," $6,998,476.00 ", -   , -   , $-   ,0, $-   , 738 , 776 ," $13,052,850.00 ",776," $7,680,799.00 "
00660600,BAPTIST HEALTH SYSTEM SCHOOL OF HEALTH PROFESSIONS,TX,78229,PROPRIETARY, 233 , 233 ," $756,089.00 ",233," $392,681.00 ", -   , -   , $-   ,0, $-   , 239 , 239 ," $1,108,076.00 ",239," $572,460.00 ", -   , -   , $-   ,0, $-   , 2 , 2 ," $13,880.00 ",2," $6,940.00 ", -   , -   , $-   ,0, $-   
00661200,COVENANT SCHOOL OF NURSING AND ALLIED HEALTH,TX,79407,PRIVATE, 154 , 156 ," $551,675.00 ",183," $304,014.00 ", -   , -   , $-   ,0, $-   , 163 , 165 ," $902,225.00 ",197," $502,533.00 ", -   , -   , $-   ,0, $-   , 2 , 2 ," $7,600.00 ",2," $3,800.00 ", -   , -   , $-   ,0, $-   
00694100,DALLAS CHRISTIAN COLLEGE,TX,75234,PRIVATE, 60 , 60 ," $239,120.00 ",60," $126,183.00 ", -   , -   , $-   ,0, $-   , 68 , 68 ," $230,314.00 ",68," $117,471.00 ", -   , -   , $-   ,0, $-   , 8 , 8 ," $51,031.00 ",8," $33,890.00 ", -   , -   , $-   ,0, $-   
00709600,COLLEGE OF THE MAINLAND,TX,77591,PUBLIC, 12 , 12 ," $33,891.00 ",12," $9,955.00 ", -   , -   , $-   ,0, $-   , 11 , 11 ," $34,480.00 ",11," $12,301.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00728700,BRAZOSPORT COLLEGE,TX,77566,PUBLIC, 63 , 63 ," $220,605.00 ",63," $110,996.00 ", 1 , 1 ," $5,000.00 ",1," $2,500.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00835300,LINCOLN COLLEGE OF TECHNOLOGY,TX,75051,PROPRIETARY, 514 , 516 ," $1,628,732.00 ",554," $864,609.00 ", -   , -   , $-   ,0, $-   , 494 , 823 ," $1,799,108.00 ",884," $922,304.00 ", -   , -   , $-   ,0, $-   , 151 , 156 ," $998,830.00 ",167," $511,773.00 ", -   , -   , $-   ,0, $-   
00850300,MOUNTAIN VIEW COLLEGE,TX,75211,PUBLIC, 158 , 183 ," $516,505.00 ",183," $272,089.00 ", -   , -   , $-   ,0, $-   , 130 , 133 ," $211,974.00 ",133," $107,354.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
